197.200000 1 2.000000 2.139650 0.520941 -0.273829 -0.055235 0.078033 0.078033 
197.200000 2 2.000000 3.250394 0.656407 0.215248 0.095023 0.055361 0.055361 
197.200000 3 2.000000 27.898669 0.022874 0.387142 -0.715483 0.661795 0.661795 
197.200000 4 2.000000 32.894898 0.671166 -1.387090 0.100612 1.934140 1.934140 
197.200000 5 2.000000 31.384975 0.575603 0.970052 1.235692 2.467935 2.467935 
197.200000 6 2.000000 32.730534 0.219055 -1.012776 0.441535 1.220669 1.220669 
197.200000 7 2.000000 18.436631 0.419683 0.040745 -0.202569 0.042694 0.042694 
197.200000 8 2.000000 10.446256 0.711708 -0.595290 0.442970 0.550592 0.550592 
197.200000 9 2.000000 31.745158 0.821449 -1.440918 0.362104 2.207365 2.207365 
197.200000 10 2.000000 33.029063 0.494935 0.633166 0.465435 0.617529 0.617529 
197.200000 11 2.000000 33.960442 0.999999 -0.075192 -1.908521 3.648105 3.648105 
197.200000 12 2.000000 1.739656 0.734960 -0.068650 0.311439 0.101707 0.101707 
197.200000 13 2.000000 2.247196 0.129958 -0.489064 -0.728604 0.770047 0.770047 
197.200000 14 2.000000 31.811430 0.640079 0.226320 -0.679872 0.513447 0.513447 
197.200000 15 2.000000 6.280073 0.693830 0.793445 0.100091 0.639574 0.639574 
197.200000 16 2.000000 18.922928 0.334455 0.243035 -0.030870 0.060019 0.060019 
197.200000 17 2.000000 4.846017 0.203443 -0.093476 -0.624279 0.398462 0.398462 
197.200000 18 2.000000 16.530263 0.376206 1.329775 0.076127 1.774098 1.774098 
197.200000 19 2.000000 10.173174 0.224040 0.551422 0.469525 0.524520 0.524520 
197.200000 20 2.000000 12.295657 0.897576 0.407001 0.607626 0.534859 0.534859 
197.200000 21 2.000000 10.602218 0.442395 0.839924 -0.269539 0.778123 0.778123 
197.200000 22 2.000000 13.408574 0.334233 0.510169 0.061660 0.264074 0.264074 
197.200000 23 2.000000 25.888065 0.758189 0.328801 0.230721 0.161342 0.161342 
197.200000 24 2.000000 30.536079 0.607983 -1.703057 -0.007197 2.900456 2.900456 
197.200000 25 2.000000 2.654796 0.094131 0.615017 -0.244292 0.437925 0.437925 
197.200000 26 2.000000 3.972984 0.194161 -0.770957 -0.692101 1.073380 1.073380 
197.200000 27 2.000000 3.921642 0.827148 -0.105198 -0.186815 0.045966 0.045966 
197.200000 28 2.000000 3.968903 0.190523 0.075067 0.250140 0.068205 0.068205 
197.200000 29 2.000000 20.065203 0.148947 0.795626 -0.039600 0.634589 0.634589 
197.200000 30 2.000000 16.199148 0.000001 0.798538 1.135958 1.928062 1.928062 
197.200000 31 2.000000 1.186209 0.059591 0.465264 0.076323 0.222296 0.222296 
197.200000 32 2.000000 16.428378 0.369071 0.452775 0.594616 0.558574 0.558574 
197.200000 33 2.000000 2.678674 0.283263 0.524824 0.097217 0.284891 0.284891 
197.200000 34 2.000000 33.164505 0.116136 -0.758826 0.094669 0.584780 0.584780 
197.200000 35 2.000000 5.968272 0.742749 -0.169519 0.993469 1.015717 1.015717 
197.200000 36 2.000000 4.859872 0.731702 0.292893 -0.394334 0.241286 0.241286 
197.200000 37 2.000000 2.076630 0.386487 -0.545300 0.091991 0.305814 0.305814 
197.200000 38 2.000000 27.937640 0.938342 0.771378 -0.650233 1.017827 1.017827 
197.200000 39 2.000000 24.716110 0.424032 0.460298 0.717171 0.726209 0.726209 
197.200000 40 2.000000 26.901219 0.000001 -0.969417 0.411714 1.109278 1.109278 
197.200000 41 2.000000 3.673751 0.768139 -0.506231 -0.248403 0.317974 0.317974 
197.200000 42 2.000000 33.018787 0.578248 0.006640 -0.895317 0.801636 0.801636 
197.200000 43 2.000000 30.483032 0.901755 0.035406 -0.077049 0.007190 0.007190 
197.200000 44 2.000000 7.194061 0.861877 0.582298 -0.042070 0.340840 0.340840 
197.200000 45 2.000000 31.916192 0.389714 0.202710 0.427691 0.224011 0.224011 
197.200000 46 2.000000 4.241171 0.194136 0.658152 -0.518394 0.701896 0.701896 
197.200000 47 2.000000 4.593505 0.758275 -0.105323 0.130823 0.028208 0.028208 
197.200000 48 2.000000 29.771334 0.815660 -0.635341 2.087625 4.761837 4.761837 
197.200000 49 2.000000 31.483325 0.136647 -1.256029 0.683228 2.044408 2.044408 
197.200000 50 2.000000 30.781126 0.221121 0.330775 -0.002155 0.109417 0.109417 
197.200000 51 2.000000 19.226076 0.342843 0.188918 0.444894 0.233621 0.233621 
197.200000 52 2.000000 22.541437 0.458361 1.127456 -0.480183 1.501733 1.501733 
197.200000 53 2.000000 3.519782 0.652081 0.053998 -0.250222 0.065527 0.065527 
197.200000 54 2.000000 28.538720 0.000001 0.696614 0.228595 0.537527 0.537527 
197.200000 55 2.000000 29.270821 0.138660 1.006183 -0.085643 1.019739 1.019739 
197.200000 56 2.000000 13.424052 0.677554 -0.017707 0.308500 0.095486 0.095486 
197.200000 57 2.000000 0.643845 0.654522 -0.375612 -0.029852 0.141976 0.141976 
197.200000 58 2.000000 30.619382 0.268577 0.085684 -0.126114 0.023246 0.023246 
197.200000 59 2.000000 30.448826 0.196162 0.343446 -0.119066 0.132132 0.132132 
197.200000 60 2.000000 12.538384 0.691801 0.511298 0.124324 0.276882 0.276882 
197.200000 61 2.000000 2.188061 0.845040 -0.519914 0.641892 0.682336 0.682336 
197.200000 62 2.000000 27.180700 0.000001 -0.503418 1.078214 1.415977 1.415977 
197.200000 63 2.000000 29.577965 0.691064 1.288190 0.413183 1.830153 1.830153 
197.200000 64 2.000000 30.361695 0.737682 -0.154597 -0.622009 0.410796 0.410796 
197.200000 65 2.000000 16.333897 0.902872 -0.304414 0.739593 0.639665 0.639665 
197.200000 66 2.000000 23.238011 0.712208 0.213023 -0.164908 0.072573 0.072573 
197.200000 67 2.000000 4.732363 0.263858 -0.261903 0.269585 0.141269 0.141269 
197.200000 68 2.000000 16.650571 0.999999 0.562006 -0.791714 0.942662 0.942662 
197.200000 69 2.000000 10.936944 0.369296 0.629168 0.631237 0.794313 0.794313 
197.200000 70 2.000000 14.683251 0.349064 0.513541 0.200431 0.303897 0.303897 
