36.25 0.35 0
36.75 0.35 0
37.25 0.35 0
37.75 0.35 0
38.25 0.35 0
38.75 0.35 0
39.25 0.35 0
39.75 0.35 0

0.25 0.45 4
0.75 0.45 6
1.25 0.45 2
1.75 0.45 5
2.25 0.45 3
2.75 0.45 4
3.25 0.45 2
3.75 0.45 3
4.25 0.45 3
4.75 0.45 2
5.25 0.45 4
5.75 0.45 2
6.25 0.45 4
6.75 0.45 4
7.25 0.45 5
7.75 0.45 3
8.25 0.45 3
8.75 0.45 1
9.25 0.45 1
9.75 0.45 5
10.25 0.45 1
10.75 0.45 1
11.25 0.45 5
11.75 0.45 0
12.25 0.45 1
12.75 0.45 0
13.25 0.45 3
13.75 0.45 2
14.25 0.45 2
14.75 0.45 0
15.25 0.45 0
15.75 0.45 3
16.25 0.45 6
16.75 0.45 3
17.25 0.45 0
17.75 0.45 1
18.25 0.45 0
18.75 0.45 1
19.25 0.45 1
19.75 0.45 4
20.25 0.45 2
20.75 0.45 2
21.25 0.45 2
21.75 0.45 3
22.25 0.45 3
22.75 0.45 1
23.25 0.45 0
23.75 0.45 3
24.25 0.45 1
24.75 0.45 1
25.25 0.45 3
25.75 0.45 3
26.25 0.45 3
26.75 0.45 6
27.25 0.45 3
27.75 0.45 3
28.25 0.45 6
28.75 0.45 1
29.25 0.45 1
29.75 0.45 2
30.25 0.45 7
30.75 0.45 3
31.25 0.45 4
31.75 0.45 5
32.25 0.45 1
32.75 0.45 0
33.25 0.45 0
33.75 0.45 0
34.25 0.45 0
34.75 0.45 0
35.25 0.45 0
35.75 0.45 0
36.25 0.45 0
36.75 0.45 0
37.25 0.45 0
37.75 0.45 0
38.25 0.45 0
38.75 0.45 0
39.25 0.45 0
39.75 0.45 0

0.25 0.55 5
0.75 0.55 6
1.25 0.55 3
1.75 0.55 2
2.25 0.55 2
2.75 0.55 1
3.25 0.55 1
3.75 0.55 2
4.25 0.55 1
4.75 0.55 2
5.25 0.55 3
5.75 0.55 6
6.25 0.55 3
6.75 0.55 2
7.25 0.55 2
7.75 0.55 4
8.25 0.55 4
8.75 0.55 1
9.25 0.55 3
9.75 0.55 1
10.25 0.55 4
10.75 0.55 0
11.25 0.55 4
11.75 0.55 6
12.25 0.55 3
12.75 0.55 3
13.25 0.55 4
13.75 0.55 4
14.25 0.55 1
14.75 0.55 1
15.25 0.55 3
15.75 0.55 3
16.25 0.55 3
16.75 0.55 3
17.25 0.55 1
17.75 0.55 3
18.25 0.55 2
18.75 0.55 1
19.25 0.55 5
19.75 0.55 2
20.25 0.55 4
20.75 0.55 5
21.25 0.55 6
21.75 0.55 0
22.25 0.55 3
22.75 0.55 1
23.25 0.55 2
23.75 0.55 0
24.25 0.55 2
24.75 0.55 2
25.25 0.55 1
25.75 0.55 4
26.25 0.55 3
26.75 0.55 3
27.25 0.55 3
27.75 0.55 2
28.25 0.55 3
28.75 0.55 2
29.25 0.55 2
29.75 0.55 5
30.25 0.55 3
30.75 0.55 4
31.25 0.55 5
31.75 0.55 0
32.25 0.55 4
32.75 0.55 0
33.25 0.55 0
33.75 0.55 0
34.25 0.55 0
34.75 0.55 0
35.25 0.55 0
35.75 0.55 0
36.25 0.55 0
36.75 0.55 0
37.25 0.55 0
37.75 0.55 0
38.25 0.55 0
38.75 0.55 0
39.25 0.55 0
39.75 0.55 0

0.25 0.65 4
0.75 0.65 1
1.25 0.65 7
1.75 0.65 1
2.25 0.65 4
2.75 0.65 6
3.25 0.65 0
3.75 0.65 0
4.25 0.65 2
4.75 0.65 3
5.25 0.65 5
5.75 0.65 0
6.25 0.65 2
6.75 0.65 6
7.25 0.65 1
7.75 0.65 6
8.25 0.65 3
8.75 0.65 5
9.25 0.65 4
9.75 0.65 2
10.25 0.65 5
10.75 0.65 4
11.25 0.65 3
11.75 0.65 3
12.25 0.65 3
12.75 0.65 2
13.25 0.65 3
13.75 0.65 6
14.25 0.65 2
14.75 0.65 3
15.25 0.65 4
15.75 0.65 3
16.25 0.65 0
16.75 0.65 3
17.25 0.65 4
17.75 0.65 3
18.25 0.65 6
18.75 0.65 5
19.25 0.65 3
19.75 0.65 6
20.25 0.65 3
20.75 0.65 2
21.25 0.65 5
21.75 0.65 1
22.25 0.65 7
22.75 0.65 4
23.25 0.65 4
23.75 0.65 2
24.25 0.65 2
24.75 0.65 0
25.25 0.65 2
25.75 0.65 2
26.25 0.65 1
26.75 0.65 3
27.25 0.65 2
27.75 0.65 4
28.25 0.65 1
28.75 0.65 3
29.25 0.65 3
29.75 0.65 2
30.25 0.65 5
30.75 0.65 0
31.25 0.65 5
31.75 0.65 2
32.25 0.65 0
32.75 0.65 0
33.25 0.65 0
33.75 0.65 0
34.25 0.65 0
34.75 0.65 0
35.25 0.65 0
35.75 0.65 0
36.25 0.65 0
36.75 0.65 0
37.25 0.65 0
37.75 0.65 0
38.25 0.65 0
38.75 0.65 0
39.25 0.65 0
39.75 0.65 0

0.25 0.75 5
0.75 0.75 2
1.25 0.75 1
1.75 0.75 5
2.25 0.75 4
2.75 0.75 1
3.25 0.75 3
3.75 0.75 2
4.25 0.75 4
4.75 0.75 2
5.25 0.75 4
5.75 0.75 2
6.25 0.75 3
6.75 0.75 5
7.25 0.75 2
7.75 0.75 8
8.25 0.75 7
8.75 0.75 2
9.25 0.75 7
9.75 0.75 3
10.25 0.75 3
10.75 0.75 2
11.25 0.75 2
11.75 0.75 2
12.25 0.75 3
12.75 0.75 1
13.25 0.75 2
13.75 0.75 4
14.25 0.75 3
14.75 0.75 2
15.25 0.75 3
15.75 0.75 1
16.25 0.75 2
16.75 0.75 0
17.25 0.75 2
17.75 0.75 3
18.25 0.75 3
18.75 0.75 4
19.25 0.75 2
19.75 0.75 2
20.25 0.75 4
20.75 0.75 7
21.25 0.75 5
21.75 0.75 1
22.25 0.75 1
22.75 0.75 3
23.25 0.75 2
23.75 0.75 3
24.25 0.75 3
24.75 0.75 2
25.25 0.75 4
25.75 0.75 1
26.25 0.75 3
26.75 0.75 4
27.25 0.75 3
27.75 0.75 4
28.25 0.75 3
28.75 0.75 4
29.25 0.75 2
29.75 0.75 3
30.25 0.75 2
30.75 0.75 4
31.25 0.75 3
31.75 0.75 2
32.25 0.75 2
32.75 0.75 0
33.25 0.75 0
33.75 0.75 0
34.25 0.75 0
34.75 0.75 0
35.25 0.75 0
35.75 0.75 0
36.25 0.75 0
36.75 0.75 0
37.25 0.75 0
37.75 0.75 0
38.25 0.75 0
38.75 0.75 0
39.25 0.75 0
39.75 0.75 0

0.25 0.85 3
0.75 0.85 5
1.25 0.85 3
1.75 0.85 0
2.25 0.85 2
2.75 0.85 1
3.25 0.85 2
3.75 0.85 3
4.25 0.85 2
4.75 0.85 3
5.25 0.85 3
5.75 0.85 2
6.25 0.85 3
6.75 0.85 3
7.25 0.85 4
7.75 0.85 5
8.25 0.85 3
8.75 0.85 3
9.25 0.85 3
9.75 0.85 1
10.25 0.85 1
10.75 0.85 3
11.25 0.85 1
11.75 0.85 5
12.25 0.85 1
12.75 0.85 3
13.25 0.85 7
13.75 0.85 4
14.25 0.85 1
14.75 0.85 1
15.25 0.85 7
15.75 0.85 2
16.25 0.85 4
16.75 0.85 0
17.25 0.85 4
17.75 0.85 5
18.25 0.85 1
18.75 0.85 3
19.25 0.85 3
19.75 0.85 7
20.25 0.85 3
20.75 0.85 3
21.25 0.85 0
21.75 0.85 4
22.25 0.85 0
22.75 0.85 6
23.25 0.85 4
23.75 0.85 1
24.25 0.85 2
24.75 0.85 4
25.25 0.85 3
25.75 0.85 2
26.25 0.85 5
26.75 0.85 3
27.25 0.85 4
27.75 0.85 1
28.25 0.85 3
28.75 0.85 0
29.25 0.85 2
29.75 0.85 3
30.25 0.85 2
30.75 0.85 8
31.25 0.85 3
31.75 0.85 5
32.25 0.85 1
32.75 0.85 0
33.25 0.85 0
33.75 0.85 0
34.25 0.85 0
34.75 0.85 0
35.25 0.85 0
35.75 0.85 0
36.25 0.85 0
36.75 0.85 0
37.25 0.85 0
37.75 0.85 0
38.25 0.85 0
38.75 0.85 0
39.25 0.85 0
39.75 0.85 0

0.25 0.95 3
0.75 0.95 2
1.25 0.95 8
1.75 0.95 3
2.25 0.95 1
2.75 0.95 6
3.25 0.95 7
3.75 0.95 2
4.25 0.95 1
4.75 0.95 5
5.25 0.95 7
5.75 0.95 7
6.25 0.95 6
6.75 0.95 5
7.25 0.95 4
7.75 0.95 4
8.25 0.95 4
8.75 0.95 4
9.25 0.95 5
9.75 0.95 2
10.25 0.95 2
10.75 0.95 7
11.25 0.95 1
11.75 0.95 5
12.25 0.95 6
12.75 0.95 3
13.25 0.95 5
13.75 0.95 3
14.25 0.95 10
14.75 0.95 2
15.25 0.95 7
15.75 0.95 3
16.25 0.95 4
16.75 0.95 2
17.25 0.95 4
17.75 0.95 2
18.25 0.95 6
18.75 0.95 3
19.25 0.95 2
19.75 0.95 2
20.25 0.95 6
20.75 0.95 3
21.25 0.95 4
21.75 0.95 4
22.25 0.95 6
22.75 0.95 2
23.25 0.95 3
23.75 0.95 6
24.25 0.95 5
24.75 0.95 1
25.25 0.95 3
25.75 0.95 5
26.25 0.95 6
26.75 0.95 6
27.25 0.95 4
27.75 0.95 4
28.25 0.95 6
28.75 0.95 6
29.25 0.95 1
29.75 0.95 2
30.25 0.95 4
30.75 0.95 4
31.25 0.95 2
31.75 0.95 4
32.25 0.95 2
32.75 0.95 0
33.25 0.95 0
33.75 0.95 0
34.25 0.95 0
34.75 0.95 0
35.25 0.95 0
35.75 0.95 0
36.25 0.95 0
36.75 0.95 0
37.25 0.95 0
37.75 0.95 0
38.25 0.95 0
38.75 0.95 0
39.25 0.95 0
39.75 0.95 0

